time,place,mag,depth,lon,lat,type,alert,tsunami,status,id,zone,zone_severity,hour,month,day_of_week,tsl,hazard_label,target,norm_mag,norm_depth,risk_score
2015-01-01 21:08:22.000,"54 km SSW of Ovalle, Chile",4.5,61.2,-71.347,-31.072,earthquake,,0,reviewed,",usc000tb6x,iscgem606436909,",0,8.3,21,1,3,1.8648277777777778,MEDIUM,1,0.45,0.9125714285714286,7.027714285714286
2015-01-01 22:20:06.190,"93 km S of Poso, Indonesia",4.6,35.0,120.9062,-2.2269,earthquake,,0,reviewed,",usc000tb76,",0,8.3,22,1,3,1.1956083333333332,MEDIUM,1,0.45999999999999996,0.95,7.18
2015-01-02 08:21:55.900,Carlsberg Ridge,5.5,10.0,60.3653,6.5739,earthquake,green,0,reviewed,",usc000tb8r,gcmt20150102082156,iscgem606436926,",0,8.3,8,1,4,10.030475,HIGH,0,0.55,0.9857142857142858,7.647142857142857
2015-01-02 08:25:52.660,Carlsberg Ridge,5.4,10.0,60.2985,6.4488,earthquake,,0,reviewed,",usc000tb8u,gcmt20150102082552,",0,8.3,8,1,4,0.06576666666666667,HIGH,0,0.54,0.9857142857142858,7.607142857142857
2015-01-02 08:41:47.390,"114 km NE of Tobelo, Indonesia",4.8,57.7,128.6854,2.5098,earthquake,,0,reviewed,",usc000tb8w,",0,8.3,8,1,4,0.2652027777777778,MEDIUM,1,0.48,0.9175714285714286,7.162714285714285
2015-01-02 10:06:20.590,West Chile Rise,4.6,10.0,-91.7634,-40.9004,earthquake,,0,reviewed,",usc000tb90,",0,8.3,10,1,4,1.4092222222222222,MEDIUM,1,0.45999999999999996,0.9857142857142858,7.2871428571428565
2015-01-02 10:15:34.380,"233 km W of Port McNeill, Canada",5.4,10.0,-130.3654,50.8632,earthquake,,1,reviewed,",usc000tb91,at00nhjoi1,gcmt20150102101536,",0,8.3,10,1,4,0.15383055555555555,HIGH,0,0.54,0.9857142857142858,7.607142857142857
2015-01-02 11:01:22.940,central East Pacific Rise,5.3,10.0,-104.3043,-4.0948,earthquake,,0,reviewed,",usc000tb93,gcmt20150102110123,",0,8.3,11,1,4,0.7634888888888889,MEDIUM,1,0.53,0.9857142857142858,7.567142857142857
2015-01-02 14:48:54.420,"80 km SSW of Sarangani, Philippines",4.6,295.53,125.1335,4.7574,earthquake,,0,reviewed,",usc000tb9l,",0,8.3,14,1,4,3.7920777777777777,MEDIUM,1,0.45999999999999996,0.5778142857142858,6.063442857142858
2015-01-02 17:34:53.350,"190 km ENE of Saipan, Northern Mariana Islands",4.6,27.78,147.4857,15.5779,earthquake,,0,reviewed,",usc000tg4k,",0,8.3,17,1,4,2.7663694444444444,MEDIUM,1,0.45999999999999996,0.9603142857142857,7.210942857142857
2015-01-02 17:39:09.740,"119 km S of Akureyri, Iceland",4.5,9.84,-17.8717,64.6123,earthquake,,0,reviewed,",usc000tbab,",0,8.3,17,1,4,0.07121944444444445,MEDIUM,1,0.45,0.9859428571428571,7.247828571428572
2015-01-02 17:42:02.090,"151 km SSW of Singkil, Indonesia",4.7,19.67,97.0599,1.1293,earthquake,,0,reviewed,",usc000tbac,",0,8.3,17,1,4,0.047875,MEDIUM,1,0.47000000000000003,0.9719,7.2857
2015-01-02 19:11:44.930,Dominican Republic region,4.5,25.66,-70.9143,19.7201,earthquake,,1,reviewed,",at00nhkdbl,usc000tbb2,",0,8.3,19,1,4,1.4952333333333334,MEDIUM,1,0.45,0.9633428571428572,7.180028571428572
2015-01-02 20:09:35.630,"69 km NNE of Gorontalo, Indonesia",4.7,49.65,123.34,1.1055,earthquake,,0,reviewed,",usc000tbbf,",0,8.3,20,1,4,0.9640833333333333,MEDIUM,1,0.47000000000000003,0.9290714285714285,7.157214285714286
2015-01-02 20:11:08.450,"192 km WNW of Tobelo, Indonesia",5.1,48.22,126.4484,2.4886,earthquake,,0,reviewed,",usc000tbbg,",0,8.3,20,1,4,0.02578333333333333,MEDIUM,1,0.51,0.9311142857142857,7.323342857142857
2015-01-02 22:07:30.420,Pacific-Antarctic Ridge,5.3,10.0,-150.622,-56.9072,earthquake,,0,reviewed,",usc000tbcd,",0,8.3,22,1,4,1.9394361111111111,MEDIUM,1,0.53,0.9857142857142858,7.567142857142857
2015-01-02 22:29:40.030,Carlsberg Ridge,4.7,10.0,60.1618,6.768,earthquake,,0,reviewed,",usc000tbcj,",0,8.3,22,1,4,0.3693361111111111,MEDIUM,1,0.47000000000000003,0.9857142857142858,7.327142857142857
2015-01-02 23:28:55.680,"80 km SSW of Gorontalo, Indonesia",4.5,127.77,122.856,-0.1635,earthquake,,0,reviewed,",usc000tg4p,usc000tbcs,",0,8.3,23,1,4,0.9876805555555556,MEDIUM,1,0.45,0.8174714285714286,6.742414285714286
2015-01-03 00:32:30.350,"116 km W of Höfn, Iceland",4.6,7.35,-17.5692,64.4571,earthquake,,0,reviewed,",usc000tbd1,",0,8.3,0,1,5,1.0596305555555556,MEDIUM,1,0.45999999999999996,0.9895,7.2985
2015-01-03 04:55:46.200,"170 km WNW of Tobelo, Indonesia",4.5,35.0,126.7203,2.5639,earthquake,,0,reviewed,",usc000tgex,",0,8.3,4,1,5,4.387736111111111,MEDIUM,1,0.45,0.95,7.14
2015-01-03 05:20:22.890,"167 km NW of Tobelo, Indonesia",4.5,35.0,127.024,2.8681,earthquake,,0,reviewed,",usc000tbdq,",0,8.3,5,1,5,0.4101916666666667,MEDIUM,1,0.45,0.95,7.14
2015-01-03 08:03:31.370,"100 km SE of Gorontalo, Indonesia",5.0,118.15,123.7942,0.007,earthquake,,0,reviewed,",usc000tbdx,",0,8.3,8,1,5,2.7190222222222222,MEDIUM,1,0.5,0.8312142857142857,6.983642857142858
2015-01-03 08:41:51.000,"109 km WSW of Adak, Alaska",4.8,15.7,-178.1486,51.592,earthquake,,0,reviewed,",ak11478060,usc000tbe0,ak01553memf,",0,8.3,8,1,5,0.6387861111111112,MEDIUM,1,0.48,0.9775714285714285,7.342714285714286
2015-01-03 08:50:40.690,"83 km WNW of Kirakira, Solomon Islands",4.5,80.34,161.1812,-10.2521,earthquake,,0,reviewed,",usc000tge5,",0,8.3,8,1,5,0.14713611111111113,MEDIUM,1,0.45,0.8852285714285715,6.945685714285714
2015-01-03 12:29:43.700,"13 km ESE of Severomuysk, Russia",4.8,10.0,113.6346,56.1054,earthquake,,0,reviewed,",usc000tbel,",0,8.3,12,1,5,3.6508361111111114,MEDIUM,1,0.48,0.9857142857142858,7.3671428571428565
2015-01-03 12:46:34.300,"29 km SE of Khorugh, Tajikistan",4.9,128.42,71.7699,37.2889,earthquake,,0,reviewed,",usc000tbeq,",0,8.3,12,1,5,0.2807222222222222,MEDIUM,1,0.49000000000000005,0.8165428571428571,6.899628571428572
2015-01-03 14:21:31.830,"184 km S of Sarangani, Philippines",4.7,79.99,125.5497,3.7369,earthquake,,0,reviewed,",usc000tbf2,",0,8.3,14,1,5,1.582647222222222,MEDIUM,1,0.47000000000000003,0.8857285714285714,7.027185714285715
2015-01-03 15:42:35.350,Mid-Indian Ridge,4.7,10.0,69.6627,-22.7874,earthquake,,0,reviewed,",usc000tgec,",0,8.3,15,1,5,1.3509777777777778,MEDIUM,1,0.47000000000000003,0.9857142857142858,7.327142857142857
2015-01-03 17:13:08.640,"180 km ENE of Saipan, Northern Mariana Islands",4.5,27.26,147.3884,15.5871,earthquake,,0,reviewed,",usc000tgei,",0,8.3,17,1,5,1.5092472222222222,MEDIUM,1,0.45,0.9610571428571428,7.173171428571429
2015-01-03 17:27:28.060,"123 km E of Laikit, Laikit II (Dimembe), Indonesia",4.5,51.1,126.0634,1.2857,earthquake,,0,reviewed,",usc000tgeh,",0,8.3,17,1,5,0.23872777777777776,MEDIUM,1,0.45,0.927,7.071000000000001
2015-01-03 17:44:03.530,"9 km E of Challis, Idaho",5.0,8.5,-114.112,44.5074,earthquake,green,0,reviewed,",usc000tbfq,mb15159774,iscgem606490562,uu60097467,atlas20150103174403,",0,8.3,17,1,5,0.27651944444444443,MEDIUM,1,0.5,0.9878571428571429,7.453571428571428
2015-01-03 17:53:27.370,"75 km NW of Kandrian, Papua New Guinea",4.5,169.13,149.1311,-5.6714,earthquake,,0,reviewed,",usc000tgej,",0,8.3,17,1,5,0.15662222222222222,MEDIUM,1,0.45,0.7583857142857143,6.565157142857143
2015-01-03 18:51:13.360,"120 km E of Miyako, Japan",4.9,24.88,143.3472,39.6229,earthquake,,0,reviewed,",usc000tbgc,",0,8.3,18,1,5,0.9627749999999999,MEDIUM,1,0.49000000000000005,0.9644571428571429,7.343371428571429
2015-01-03 20:59:57.140,"80 km NE of Port-Vila, Vanuatu",5.1,29.19,168.7771,-17.1556,earthquake,,0,reviewed,",usc000tbh1,iscgem606490571,",0,8.3,20,1,5,2.1454944444444446,MEDIUM,1,0.51,0.9583,7.404900000000001
2015-01-04 01:49:55.840,"238 km W of Port McNeill, Canada",4.5,10.0,-130.454,50.579,earthquake,,0,reviewed,",usc000tbip,",0,8.3,1,1,6,4.832972222222223,MEDIUM,1,0.45,0.9857142857142858,7.247142857142857
2015-01-04 05:16:36.410,"4 km ENE of General Pascual Fentes, Mexico",4.9,104.08,-94.2265,16.4465,earthquake,,0,reviewed,",usc000tbjl,",0,8.3,5,1,6,3.444602777777778,MEDIUM,1,0.49000000000000005,0.8513142857142857,7.0039428571428575
2015-01-04 05:51:25.910,"106 km S of Koshima, Japan",5.1,26.19,130.5524,29.2716,earthquake,,0,reviewed,",usc000tbjs,",0,8.3,5,1,6,0.5804166666666667,MEDIUM,1,0.51,0.9625857142857143,7.417757142857142
2015-01-04 07:49:42.270,"122 km S of Akureyri, Iceland",4.5,6.29,-17.6711,64.5993,earthquake,,0,reviewed,",usc000tbka,",0,8.3,7,1,6,1.971211111111111,MEDIUM,1,0.45,0.9910142857142857,7.263042857142858
2015-01-04 08:40:05.860,Fiji region,4.5,555.89,-178.7054,-21.1084,earthquake,,0,reviewed,",usc000tbkg,",1,8.2,8,1,6,0.8398861111111111,MEDIUM,1,0.45,0.2058714285714286,4.8776142857142855
2015-01-04 14:35:29.230,Pacific-Antarctic Ridge,5.3,10.0,-150.5752,-56.8512,earthquake,,0,reviewed,",usc000tgg8,",0,8.3,14,1,6,5.923158333333333,MEDIUM,1,0.53,0.9857142857142858,7.567142857142857
2015-01-04 17:46:36.380,"southern Sumatra, Indonesia",4.6,55.09,102.0376,-4.4355,earthquake,,0,reviewed,",usc000tgg5,",0,8.3,17,1,6,3.185319444444444,MEDIUM,1,0.45999999999999996,0.9213,7.0939
2015-01-04 20:13:53.740,"70 km WNW of Sinabang, Indonesia",4.5,28.21,95.7669,2.648,earthquake,,0,reviewed,",usc000tbnc,",0,8.3,20,1,6,2.4548222222222225,MEDIUM,1,0.45,0.9597,7.1691
2015-01-04 21:00:54.840,south of the Fiji Islands,4.6,554.82,178.3906,-25.0106,earthquake,,0,reviewed,",usc000tbnp,",0,8.3,21,1,6,0.7836388888888889,MEDIUM,1,0.45999999999999996,0.20739999999999992,4.9521999999999995
2015-01-04 21:23:15.150,northern Mid-Atlantic Ridge,5.0,10.0,-44.9905,14.5111,earthquake,,0,reviewed,",usc000tbns,",0,8.3,21,1,6,0.3723083333333333,MEDIUM,1,0.5,0.9857142857142858,7.447142857142857
2015-01-04 22:12:45.270,"Bonin Islands, Japan region",4.5,23.6,140.9381,26.9574,earthquake,,0,reviewed,",usc000tbpd,",0,8.3,22,1,6,0.8250333333333333,MEDIUM,1,0.45,0.9662857142857143,7.1888571428571435
2015-01-04 22:25:25.660,"6 km ENE of Kuril’sk, Russia",4.8,141.99,147.9506,45.2478,earthquake,,0,reviewed,",usc000tbp8,",0,8.3,22,1,6,0.21121944444444443,MEDIUM,1,0.48,0.7971571428571429,6.801471428571428
2015-01-04 23:23:43.570,Macquarie Island region,4.9,10.0,157.6776,-57.9101,earthquake,,0,reviewed,",usc000tbpk,",0,8.3,23,1,6,0.9716416666666666,MEDIUM,1,0.49000000000000005,0.9857142857142858,7.4071428571428575
2015-01-04 23:29:31.090,"122 km S of Akureyri, Iceland",4.5,7.94,-17.795,64.5932,earthquake,,0,reviewed,",usc000tgge,",0,8.3,23,1,6,0.09653333333333333,MEDIUM,1,0.45,0.9886571428571429,7.255971428571428
2015-01-04 23:44:05.380,"174 km ESE of Kandrian, Papua New Guinea",5.1,35.0,150.9005,-7.0181,earthquake,,0,reviewed,",usc000tbpu,",0,8.3,23,1,6,0.24285833333333331,MEDIUM,1,0.51,0.95,7.38
2015-01-05 00:32:26.050,south of the Fiji Islands,4.5,549.68,179.5454,-24.0066,earthquake,,0,reviewed,",usc000th4e,",0,8.3,0,1,0,0.8057416666666667,MEDIUM,1,0.45,0.21474285714285724,4.934228571428572
2015-01-05 00:59:47.360,"107 km SE of Honiara, Solomon Islands",4.5,35.0,160.6099,-10.1466,earthquake,,0,reviewed,",usc000th4l,",0,8.3,0,1,0,0.45591944444444443,MEDIUM,1,0.45,0.95,7.14
2015-01-05 01:15:15.480,"265 km N of Gorontalo, Indonesia",4.9,490.74,122.9243,2.9353,earthquake,,0,reviewed,",usc000tbq2,",0,8.3,1,1,0,0.2578111111111111,MEDIUM,1,0.49000000000000005,0.2989428571428572,5.346828571428572
2015-01-05 02:54:56.040,"134 km ESE of Neiafu, Tonga",4.6,10.0,-172.9184,-19.3189,earthquake,,0,reviewed,",usc000th4h,",1,8.2,2,1,0,1.6612666666666667,MEDIUM,1,0.45999999999999996,0.9857142857142858,7.257142857142856
2015-01-05 03:14:51.810,Banda Sea,4.9,179.03,129.879,-6.5348,earthquake,,0,reviewed,",usc000tbqi,",0,8.3,3,1,0,0.33215833333333333,MEDIUM,1,0.49000000000000005,0.7442428571428572,6.682728571428572
2015-01-05 05:18:51.880,"99 km WSW of Rabaul, Papua New Guinea",5.1,24.68,151.3075,-4.4676,earthquake,,0,reviewed,",usc000tbr9,iscgem606493203,",0,8.3,5,1,0,2.0666861111111112,MEDIUM,1,0.51,0.9647428571428571,7.424228571428571
2015-01-05 06:04:31.070,"16 km NE of Severomuysk, Russia",4.7,10.0,113.6187,56.255,earthquake,,0,reviewed,",usc000tbrp,",0,8.3,6,1,0,0.7608861111111112,MEDIUM,1,0.47000000000000003,0.9857142857142858,7.327142857142857
2015-01-05 06:10:08.600,"Pulau Pulau Tanimbar, Indonesia",4.6,80.85,130.2845,-7.1063,earthquake,,0,reviewed,",usc000tbsb,",0,8.3,6,1,0,0.09375833333333333,MEDIUM,1,0.45999999999999996,0.8845000000000001,6.9835
2015-01-05 07:25:03.140,"Izu Islands, Japan region",4.7,10.0,142.053,30.555,earthquake,,0,reviewed,",usc000tbsg,",0,8.3,7,1,0,1.2484833333333334,MEDIUM,1,0.47000000000000003,0.9857142857142858,7.327142857142857
2015-01-05 07:28:28.740,"Izu Islands, Japan region",4.5,10.0,142.1498,30.5544,earthquake,,0,reviewed,",usc000th4t,",0,8.3,7,1,0,0.05711111111111111,MEDIUM,1,0.45,0.9857142857142858,7.247142857142857
2015-01-05 09:01:14.260,"190 km SE of Sarangani, Philippines",4.5,48.45,126.4363,3.9786,earthquake,,0,reviewed,",usc000th4y,",0,8.3,9,1,0,1.545977777777778,MEDIUM,1,0.45,0.9307857142857143,7.082357142857143
2015-01-05 11:54:00.900,"Crete, Greece",4.5,4.0,26.35,34.96,earthquake,,0,reviewed,",usc000tbtk,",0,8.3,11,1,0,2.879622222222222,MEDIUM,1,0.45,0.9942857142857143,7.272857142857143
2015-01-05 13:17:14.610,Pacific-Antarctic Ridge,4.6,10.0,-150.492,-56.5097,earthquake,,0,reviewed,",usc000th55,",0,8.3,13,1,0,1.3871416666666667,MEDIUM,1,0.45999999999999996,0.9857142857142858,7.2871428571428565
2015-01-05 13:42:36.930,"70 km WSW of F?r?z?b?d, Iran",4.7,10.0,51.8921,28.6272,earthquake,,0,reviewed,",usc000tbtv,",0,8.3,13,1,0,0.42286666666666667,MEDIUM,1,0.47000000000000003,0.9857142857142858,7.327142857142857
2015-01-05 13:43:53.020,"68 km WSW of F?r?z?b?d, Iran",4.6,10.0,51.8989,28.658,earthquake,,0,reviewed,",usc000th5x,",0,8.3,13,1,0,0.021136111111111112,MEDIUM,1,0.45999999999999996,0.9857142857142858,7.2871428571428565
2015-01-05 15:16:27.830,"Izu Islands, Japan region",5.3,31.22,142.1941,30.6064,earthquake,,0,reviewed,",usc000tbud,",0,8.3,15,1,0,1.543002777777778,MEDIUM,1,0.53,0.9554,7.4761999999999995
2015-01-05 15:31:18.580,"Izu Islands, Japan region",5.0,26.96,142.0331,30.5346,earthquake,,0,reviewed,",usc000tbun,",0,8.3,15,1,0,0.24743055555555554,MEDIUM,1,0.5,0.9614857142857143,7.374457142857143
2015-01-05 16:53:44.120,"Izu Islands, Japan region",4.5,24.11,141.9539,30.534,earthquake,,0,reviewed,",usc000tbv9,",0,8.3,16,1,0,1.3737611111111112,MEDIUM,1,0.45,0.9655571428571429,7.1866714285714295
2015-01-05 17:48:42.490,"43 km SSE of Hokitika, New Zealand",5.6,8.06,171.2364,-43.0546,earthquake,green,0,reviewed,",usc000tbve,gcmt20150105174842,iscgem610575061,",0,8.3,17,1,0,0.9162138888888889,HIGH,0,0.5599999999999999,0.9884857142857143,7.695457142857142
2015-01-05 18:53:09.500,"Volcano Islands, Japan region",4.6,86.6,144.1127,22.1451,earthquake,,0,reviewed,",usc000tbwa,",0,8.3,18,1,0,1.0741694444444445,MEDIUM,1,0.45999999999999996,0.8762857142857143,6.958857142857142
2015-01-05 19:13:18.940,"252 km E of Amahai, Indonesia",4.5,34.71,131.1897,-3.4703,earthquake,,0,reviewed,",usc000tbwg,",0,8.3,19,1,0,0.33595555555555556,MEDIUM,1,0.45,0.9504142857142857,7.141242857142858
2015-01-05 20:15:49.490,"Izu Islands, Japan region",4.5,34.96,142.6154,30.6566,earthquake,,0,reviewed,",usc000th5j,",0,8.3,20,1,0,1.0418194444444444,MEDIUM,1,0.45,0.9500571428571428,7.1401714285714295
2015-01-05 20:48:25.730,Fiji region,4.7,608.65,-179.1082,-21.4784,earthquake,,0,reviewed,",usc000tbxf,",1,8.2,20,1,0,0.5434,MEDIUM,1,0.47000000000000003,0.13050000000000006,4.7315000000000005
2015-01-05 21:53:20.810,"118 km S of Akureyri, Iceland",5.0,7.07,-17.7023,64.637,earthquake,,0,reviewed,",usc000tbz0,iscgem606501850,",0,8.3,21,1,0,1.0819666666666667,MEDIUM,1,0.5,0.9899,7.4597
2015-01-05 22:58:41.080,western Indian-Antarctic Ridge,4.6,10.0,124.0928,-48.9709,earthquake,,0,reviewed,",usc000th5s,",0,8.3,22,1,0,1.0889638888888888,MEDIUM,1,0.45999999999999996,0.9857142857142858,7.2871428571428565
2015-01-05 23:25:38.310,"160 km NE of Nagqu, China",4.6,28.18,93.0194,32.6654,earthquake,,0,reviewed,",usc000tc0r,",0,8.3,23,1,0,0.4492305555555556,MEDIUM,1,0.45999999999999996,0.9597428571428571,7.2092285714285715
2015-01-06 00:14:21.590,"Auckland Islands, New Zealand region",5.3,31.25,164.6792,-49.099,earthquake,,0,reviewed,",usc000tc12,",0,8.3,0,1,1,0.8120222222222223,MEDIUM,1,0.53,0.9553571428571429,7.476071428571429
2015-01-06 02:11:13.580,Pacific-Antarctic Ridge,5.0,10.0,-150.4852,-56.7992,earthquake,,0,reviewed,",usc000tc20,",0,8.3,2,1,1,1.947775,MEDIUM,1,0.5,0.9857142857142858,7.447142857142857
2015-01-06 03:35:08.050,south of the Kermadec Islands,4.8,33.09,-179.1662,-33.3346,earthquake,,0,reviewed,",usc000tc2v,",1,8.2,3,1,1,1.398463888888889,MEDIUM,1,0.48,0.9527285714285714,7.238185714285715
2015-01-06 03:50:25.800,"175 km NNW of Manado, Indonesia",4.5,348.39,124.3068,2.9764,earthquake,,0,reviewed,",usc000tc2x,",0,8.3,3,1,1,0.25493055555555555,MEDIUM,1,0.45,0.5023,5.796900000000001
2015-01-06 04:04:56.980,"43 km SSE of Hokitika, New Zealand",4.5,9.6,171.246,-43.0462,earthquake,,0,reviewed,",usc000tc2y,",0,8.3,4,1,1,0.24199444444444443,MEDIUM,1,0.45,0.9862857142857143,7.248857142857144
2015-01-06 05:38:26.150,"150 km SE of Lata, Solomon Islands",4.7,196.67,166.7992,-11.6546,earthquake,,0,reviewed,",usc000th6f,",0,8.3,5,1,1,1.5581027777777778,MEDIUM,1,0.47000000000000003,0.7190428571428571,6.527128571428572
2015-01-06 05:54:35.950,Easter Island region,4.9,10.0,-112.2285,-29.3927,earthquake,,0,reviewed,",usc000tc3b,",0,8.3,5,1,1,0.2693888888888889,MEDIUM,1,0.49000000000000005,0.9857142857142858,7.4071428571428575
2015-01-06 10:10:02.110,south of the Fiji Islands,4.9,35.0,-176.1641,-23.9351,earthquake,,0,reviewed,",usc000th6l,",1,8.2,10,1,1,4.257266666666666,MEDIUM,1,0.49000000000000005,0.95,7.27
2015-01-06 14:38:55.300,"Kermadec Islands, New Zealand",4.5,57.72,-177.9965,-30.1427,earthquake,,0,reviewed,",usc000th6s,",1,8.2,14,1,1,4.481441666666667,MEDIUM,1,0.45,0.9175428571428571,7.012628571428571
2015-01-06 15:51:03.780,"182 km WSW of Tual, Indonesia",4.5,122.22,131.2133,-6.2309,earthquake,,0,reviewed,",usc000th6v,",0,8.3,15,1,1,1.2023555555555554,MEDIUM,1,0.45,0.8254,6.7661999999999995
2015-01-06 16:34:34.590,Banda Sea,4.6,168.48,129.8286,-6.5956,earthquake,,0,reviewed,",usc000tc5m,",0,8.3,16,1,1,0.725225,MEDIUM,1,0.45999999999999996,0.7593142857142857,6.607942857142857
2015-01-06 20:42:47.210,"104 km NE of Rabaul, Papua New Guinea",4.8,226.45,152.8558,-3.5554,earthquake,,0,reviewed,",usc000tc7v,",0,8.3,20,1,1,4.136838888888889,MEDIUM,1,0.48,0.6765,6.439500000000001
2015-01-06 22:09:13.250,"123 km SSE of Ust’-Kamchatsk Staryy, Russia",5.6,10.0,163.2446,55.2049,earthquake,green,0,reviewed,",usc000tc8q,gcmt20150106220913,iscgem610575101,",0,8.3,22,1,1,1.4405666666666666,HIGH,0,0.5599999999999999,0.9857142857142858,7.687142857142857
2015-01-07 03:06:45.360,southeast of Easter Island,5.2,10.0,-103.6723,-36.3215,earthquake,,0,reviewed,",usc000tcar,iscgem606503515,",0,8.3,3,1,2,4.958919444444445,MEDIUM,1,0.52,0.9857142857142858,7.527142857142857
2015-01-07 04:48:33.600,"32 km NNE of Hualien City, Taiwan",5.1,22.0,121.7,24.26,earthquake,,0,reviewed,",usc000tcb4,",0,8.3,4,1,2,1.6967333333333332,MEDIUM,1,0.51,0.9685714285714285,7.435714285714285
